Id,SalePrice
1235,130406.8110095835
332,84105.05433433306
1917,140620.5180071828
2094,239053.37922815443
1460,253830.47242387698
1471,219166.4491625455
1509,118940.41625596289
1922,149175.03271607874
433,421372.5842901883
460,270431.14641276584
1116,242010.74625740695
1137,145922.4037558847
53,177589.84788861213
2354,287252.1718701688
1475,206785.0691369876
1761,476288.25059659674
842,142437.1770616092
2739,215709.04915671295
2509,165983.3006987928
1007,200244.82433549996
2610,172915.20596969576
1952,79160.1917286477
2719,187767.60124235688
2921,55931.42690390401
1966,133859.4380809556
292,136201.43756477942
1204,179509.39526627323
1829,268381.8203968442
2419,203419.9997268318
391,155728.56291814285
798,95061.2704594438
481,171575.14042622564
193,182276.76042478313
555,106774.6354601868
899,20419.47963276063
2357,179302.92975649983
328,125943.61961524475
1356,118889.33510237002
1154,97043.67675228389
1730,196642.03989376008
2249,153300.9120942042
1119,261265.75100904205
2856,124014.98216298704
1394,154713.95830819846
2587,95595.51200792038
61,346607.5067489909
2661,205073.8216365534
2711,128976.49179711299
1147,179271.68150031066
757,141394.27986463893
2623,56493.77508567272
2378,142360.0222267923
1413,128318.71648849532
1722,255332.99246264767
1112,222310.92397060207
1623,191164.47892637353
1201,184459.55050673927
1513,125790.51826937318
957,390602.6595457329
1171,245855.4629793216
1145,190839.98518229232
2726,271198.45855180814
703,138626.58232547477
760,98648.92476949646
1964,141443.4668516549
2512,171726.0915155631
159,128106.1119589264
1281,148917.63239766104
468,182188.02919638492
290,104778.68501408922
665,89778.70088700858
1463,239090.92763254148
1792,236252.99085849657
923,196694.61144763752
500,295594.1395182545
1408,202106.61543148785
331,81978.59452666674
170,120114.16478472509
2192,78243.68217602039
2571,275226.0173481349
2314,176782.65376697903
2647,97085.91892481437
422,379238.3833589335
2457,344170.4741459927
1838,245621.42641903498
2805,254342.47594750603
1645,177376.98015235816
1711,303279.73127912515
2825,224745.7628751606
322,280122.5754590047
2103,270049.90601378266
342,110297.81628633403
600,116480.73933974488
488,197643.63400500044
1725,344484.39780883305
2246,273461.7236773645
2847,157796.05032207177
806,224159.1626014381
530,244947.91497295274
963,199503.57794482083
2678,91551.82426237706
171,119236.94893265975
2401,370002.11886742694
805,227368.98676580458
2259,251339.62637225696
1748,157166.23978521652
1361,120717.36888438897
1677,92694.13384480815
1406,145072.2504305482
2322,259103.2981270344
688,150014.51255833654
143,158550.306433797
804,204017.31019740185
1214,144664.24140973206
2828,134442.87636452127
1999,198315.9293609218
2467,227364.23097020783
2665,154291.74880027666
1538,335743.5115723695
398,98036.98740244623
2822,133350.71425124208
2157,152618.95569261993
1856,233643.010330029
1269,64004.65356549644
2570,117929.59107531763
2320,212578.40622762652
1517,145257.36385226244
2304,130725.80184178462
1312,102892.98738285767
2012,115348.77316248746
506,279731.76423974824
2865,216225.34053938178
2367,73765.36154048493
554,90644.35757127382
238,125197.60358555708
1954,121211.87025400106
2488,99163.31612143143
2291,71770.77139847164
1969,64293.22447670488
2725,170229.51660530947
1482,152971.55192512175
2763,196597.3780527647
503,284955.69598824956
1584,227815.6217284751
1531,160298.5391135714
2210,183016.3354146928
459,347952.9982217676
556,109811.83124010438
1347,140547.49185995635
1290,56168.37431515452
1388,107330.59622973953
1571,357788.6833378625
2754,228137.64024478878
765,113109.09941361821
2494,133451.55092434707
2870,236268.6009330093
7,251009.88493404252
1114,224049.42320856766
2418,277609.8182898359
291,158309.55034981883
18,318402.5708938084
39,346655.17679232877
1001,278781.8775237203
2442,235478.35276052382
616,100818.80228024752
2680,73920.78548401647
1414,141280.26618993242
289,150038.75229630654
40,298481.5462013625
860,121626.17433847924
409,124106.76123046956
673,137511.70133079606
2427,202964.00150448811
2036,203310.52927751452
2564,158192.25566090285
642,184127.90454585006
1008,177763.9503715874
1908,129904.88492007906
2519,199243.09145441663
1369,65797.92737482587
2855,173382.36190954054
712,85152.09355689232
1943,154241.10265820246
1958,112642.37723699152
107,138367.7403268268
2295,221626.89431859466
704,145262.75440109064
676,137160.73291267088
259,186672.4108042888
93,298172.9181652438
106,239193.0083743894
2315,200241.64560005307
1050,103106.90574376416
1095,180254.00174360626
2709,138228.70188797926
758,159147.0390334752
1496,135825.6212071224
2370,102916.741017198
2458,292148.5129371434
2733,137939.36524148256
161,267637.8644959021
726,148528.92875698663
845,205183.09450731144
947,231030.56460657256
2232,124676.96422427482
2563,141389.47329803996
2299,174432.765653842
211,140156.1301614235
605,161665.76577705453
1478,189661.43929266074
2247,248085.96553997204
2274,245206.65491889135
2869,206492.482779689
967,226171.53244435907
2656,148833.5666292462
667,190502.73741856246
1042,97511.41944332163
2023,150155.43795056493
2447,344655.86723490176
2055,106613.48736600477
2275,281573.0051712791
2204,187526.7247186105
1563,251536.40905659844
483,245153.30883794487
796,116702.24441046268
1526,200301.34982816665
2042,130128.20485037527
442,305917.47008970287
1693,337446.08326008776
1468,214477.37011437153
1430,236227.19963965865
2605,170850.470588044
1529,199852.35976957262
335,180729.44019410573
1287,120611.58606077754
31,69381.01230198324
1785,289900.5565446642
82,165349.157903487
2620,147404.9213533296
252,187323.6679239706
721,76039.98643348711
2165,219628.33845285195
2316,167664.72445983795
775,104322.35634191043
1558,66717.87936507208
17,205411.32652352165
1022,239704.9256506862
925,155542.9799420657
438,290226.7943449302
1270,139545.55430518076
1272,113043.35308523547
215,140265.66127649363
266,229647.62835192535
2402,277936.2564631785
1250,109519.55385377629
1984,105018.60856480588
1279,135473.0870657517
377,262566.7489722555
1252,112880.1879979368
2156,235148.6803242276
499,314762.1386618968
1374,120555.27946736422
2898,260633.14593043787
401,108813.45857602003
2721,168410.18968133518
2078,280706.10725753213
2589,129607.24833899498
1946,255533.1046906156
1334,132261.20888839985
2781,240150.60863869908
431,354877.6745352405
576,192730.29997387234
1474,193012.16762444354
2254,143542.49631497302
2155,247233.70650545982
885,70044.36511471064
643,147647.78505079026
1944,110798.72635277516
480,194824.26629630875
2845,129025.04648387106
2387,346039.52164161485
2407,280286.5954335175
2527,168108.0505485903
2514,162983.93302493123
629,165324.14568039842
80,233426.83622213505
1876,142023.95601580403
1546,113465.6158825452
2518,202840.1815229731
2347,158479.41422894184
783,248841.48118171183
1322,59832.37057585706
194,67995.59029924679
1770,304817.5058581589
2143,128838.68079944918
1229,187737.7826590456
511,245594.93937985107
46,281436.10364352865
1348,133728.1825617316
2465,225274.8872806405
387,229354.54818042502
873,205190.25088311144
1918,116204.4059239426
2764,214026.01377260603
2184,128468.40420895931
934,125568.94646714094
1920,120411.82363571436
2631,157294.89061804512
1768,485085.5154967366
2040,119585.97422796444
1749,211995.71728789585
834,261986.93972136063
1457,236950.28650990804
79,132523.1948860517
2302,123300.06182214743
1817,156218.6824690598
2755,259884.42251681053
359,159927.45613735716
2059,102541.46221265585
2092,210597.32780603957
2516,242305.74706418745
150,114595.81816274942
1656,173691.99867816467
83,106046.02003694503
2411,215925.72426151065
795,63817.6642006247
2312,221207.51324596288
2917,88236.67947497024
1624,168384.0694939172
2215,280911.32203434757
1211,155436.47689725418
1485,149730.43536001374
1024,165577.4198888018
570,194288.0788132838
2874,129475.5813765485
700,174506.80331315656
2756,260153.43054269272
2022,200531.62255529553
583,272049.8110109923
2392,332869.726972162
2424,200470.72421893323
212,147517.7453275191
736,151765.66025701014
1610,201151.94286673458
890,117472.83865583007
467,166264.62651478252
578,254894.00370673573
1747,167920.40010136197
1149,171264.2951412616
2758,264904.6847893357
857,163194.40778686607
2219,256129.91615015105
733,96473.07208594424
2909,98187.16886015017
1798,240087.8310586028
235,124033.01713492381
2366,115897.05212066609
1027,133426.2082950775
1195,131653.89962903716
1303,28381.83725189598
148,177843.7623026962
608,158436.8489206675
2515,218977.94273765114
821,233056.36993847915
2500,302183.65336037916
745,112953.63228192601
741,132649.79201679752
1611,136459.59534571835
2532,118598.36530815085
1081,210756.6823564736
1692,391903.9541643896
2520,164824.69438389057
276,105681.09854090496
1992,137496.9007866169
663,43341.644666446344
418,119093.16803821157
1733,218838.27401059284
2359,166638.9581312769
253,184831.37176939374
1518,202988.28929855683
2035,118869.00881258833
2919,80436.35677346366
1540,242854.78610149052
2120,149658.05448619506
1674,174820.95748088002
256,169456.28673944855
2361,102263.42839072263
978,50246.08233883773
2280,142667.28053318395
2095,210941.201411562
1709,313409.1713411645
2801,234895.54485434707
1246,109698.23595185927
2373,81310.4801670006
1055,311571.3537533711
2017,104822.22166724823
1099,278332.66676478
1344,72555.33528378818
835,268189.8156894913
1117,248461.61051371176
2043,97690.27813382832
2085,135981.16488225322
410,129524.96114893678
2650,96767.40468456138
2867,196928.81208463607
1668,101276.37683797532
1161,163184.56664879186
2122,177977.24745275787
2539,145365.38282287115
1047,144269.69339120277
1445,144859.81037056478
541,154564.1059346815
569,275136.8272260565
1276,103895.15216525109
918,172861.9141609093
326,179708.06270733784
1936,123700.85216723461
895,81518.15455764734
257,146620.3865308324
1241,197545.13723708852
1545,109210.73289118851
1189,201107.91544119667
270,153123.8684396253
2066,194900.7105089175
693,108285.92149705497
1259,124338.37413496533
2916,153648.81802548663
2321,303579.7066824445
1977,83399.0004536992
1895,147783.39915217916
1240,169492.93895414815
85,137030.63159005827
1823,111170.12100956123
825,263787.18183766864
110,234264.54224111518
697,105535.68458134739
2297,122598.85397705359
1231,134983.62657938694
1355,122381.7124688279
968,273135.3193830822
584,244061.98982427557
1315,168651.06807122406
1606,126658.96900125717
206,84189.01119200059
1685,335508.00833598094
2016,153486.61970478258
869,222346.53024170888
2135,129984.45149544052
2346,184685.2092170043
2430,236494.4566512934
2198,104966.58038082767
2652,93897.74832306271
27,109942.64184154558
241,153761.72300234257
906,103052.93770196466
1506,115028.02112183315
2098,324304.41924929916
1435,217866.2292749092
2213,122764.5289964918
1274,126778.25390176504
743,37014.30912543478
1737,224160.14726177132
2797,247597.92668142304
2185,62878.90906481215
58,163423.1241094957
830,188599.19502853023
808,113081.13661219577
680,171733.13890087206
1153,88758.32010135599
1291,140438.70791870818
1818,116367.85434237287
2161,208439.9278545343
1883,115828.56898295315
350,364357.6637822861
2473,192531.18834482005
295,202138.4552537602
293,201791.81572648036
859,155929.7077989033
288,54794.85778518631
1578,158781.50653726337
102,174344.85744471007
2831,151316.69918221803
1030,183625.02378315467
2551,157826.83249463924
1286,140302.70496039136
958,253534.21230616348
776,98252.43453282493
72,224675.5616135947
2263,266023.51780204504
1866,184191.31595264206
2876,68780.07396208445
2146,254151.14222225323
103,168945.31852352762
1500,108508.66805412227
492,207736.36538943605
167,133153.24758118292
2597,106506.68203459667
2685,102202.44757777822
1035,154918.12704493993
1220,30308.284855025908
2602,151083.54747251517
2159,214244.57478930076
695,142504.25275926234
1109,290638.04736084363
640,160014.65571992478
1652,146559.1572437587
2090,242985.05328288506
1188,205471.77229777767
2345,243738.75050677528
1059,368416.86139509093
2751,261639.80842985952
128,209624.70307085486
1523,177644.926662694
2925,178960.1773497659
2145,266595.5784598518
1121,254966.64197455795
566,302009.25073466
565,281215.923653399
1331,137224.1817020508
2928,128726.44866153863
156,141822.94486444694
797,145567.28786828337
327,79562.48966686962
2859,168334.21682376415
1453,137093.06520695178
1762,351418.30556385184
1868,208578.99257456805
1760,201690.61213692886
1113,264919.5221817451
1812,198848.92256025693
117,166499.4577938473
1142,210561.08831904083
2342,338363.1565819454
927,150421.08363920607
2478,204557.85980424873
655,78256.51285211324
2064,109945.2272392203
369,281203.5061983024
2239,99326.32627608874
2732,226642.50604516675
1653,172482.81646745838
959,245097.51589981624
2395,345527.67805942823
1412,101311.73293926347
271,237959.07041253016
1484,152978.98167781165
1497,143441.36842862229
552,150326.7768615312
2,110913.00227194045
1855,309555.43640426244
4,237110.84268147417
2292,140854.6600224747
134,146784.8756771885
646,98064.86004218471
42,317732.7619394619
532,236856.02626251435
713,156023.32999512396
2561,127329.82216647392
2360,148569.85501922137
1333,110429.14731810938
1407,274521.7802477592
2892,290325.8764936407
574,214921.60927744856
1227,178105.65812264648
2591,193241.36282588498
1476,207358.4583240881
1125,234775.49560291073
1446,158719.11269453377
408,104102.44803890029
1101,287283.99646675086
2251,184519.07716887738
373,189489.22222091333
2554,130566.48677860813
2382,277651.53057373036
1985,90854.80242665234
519,246789.25678859913
1093,187438.51818593268
864,253452.3505790809
2889,132169.8437712969
2308,175885.14255497578
986,169499.11310199893
1302,129928.05149402015
585,181723.7251281036
2708,149837.07418486467
147,128067.82359028135
1441,221937.81323865947
383,240241.51406079746
285,168798.69848362173
181,115364.96973325101
358,190927.6534000116
780,210287.49667589655
258,192595.77553516516
1865,246009.28192443884
692,120365.97017430214
2902,313724.27922898845
508,273651.47156680137
2638,149162.5983187371
36,128444.92375655985
611,160002.84786982872
2281,168622.0624022365
1678,97789.67002800683
1696,403938.7397953045
1557,61194.22415732
2180,137163.4440512059
1726,274651.0633970962
951,149720.30821737513
267,231623.2749222494
2706,140219.14030077338
2221,237070.32501360393
1357,192357.30474695744
2901,295424.4048362014
347,166382.26169351913
2164,187806.8614746386
1586,263893.15978059365
360,164826.92537597788
1769,281222.5704625063
2617,147943.30333391897
1879,163227.92244085128
991,214164.2519305644
1535,120920.00423436407
1191,189721.33287150337
1579,232857.60235002145
1882,155843.8304394112
1510,133924.25958134723
2196,237101.0990217286
1845,177129.0797323183
2336,384218.07382127014
942,84271.85333731175
861,137152.03112384674
2555,108920.61698876932
1392,195100.2835817543
2099,268796.1618758006
1543,111647.97285151335
948,259031.73187532462
1239,176044.65597650537
22,163576.61834289198
2796,230230.69553805256
2747,176506.28541255885
92,292946.4195520381
210,199530.62499590302
1858,188684.11829417973
2228,154927.29796162673
447,290089.16501538805
827,223991.40709212568
1649,213457.864951681
682,136582.3597755359
2698,87694.20091550703
494,152502.2242912004
214,133370.54606846222
2441,272322.88597819227
2679,105822.50953319357
1336,120494.64492816987
465,168932.1390593336
1524,154571.17153528935
2543,80492.5843920742
631,145897.85018464507
2452,308048.8462294024
228,151263.60902780364
126,190349.63986364214
1092,286696.4770871074
1122,243397.27896063408
932,253423.4228556954
1980,97429.61875347658
2171,91337.98493859809
551,169891.09569448992
2768,197675.8906376292
2056,91103.5624412593
1159,350545.70426177856
2645,142583.14950024875
1174,169402.95555909388
2266,234381.9307205577
2462,338187.96614317247
1219,163488.44437432493
2922,196374.63682537334
118,143275.09206197987
474,176630.2955912297
2576,154337.18148699522
872,260110.07520742808
1077,246060.98792397865
1536,147359.99406007788
1150,109194.08398264191
2341,340051.329909402
1931,141132.86233144155
2785,142332.2565990689
2538,129156.97922952994
597,219323.53711531404
464,236172.34396866575
233,240581.05186189385
2169,127340.88003130248
2123,174688.66332458257
1867,175337.51493347305
137,271308.6202620385
515,254958.79036256415
933,104174.71364686755
2784,179863.77313216598
972,169373.50476519254
599,164967.000646676
2614,130462.80991638996
2582,104750.58323951723
1409,176882.9329908913
175,121060.73679881258
352,269145.3507673696
976,76287.97397878005
2134,197867.95254184038
984,125145.42328807406
2396,321167.5740633521
1673,122306.83362033055
404,109808.39117280787
607,164542.0854650477
814,129549.45015441453
868,198407.9889842236
2271,209670.59344419773
1633,288971.3668672242
337,198264.4090953749
2765,236845.12779872934
1746,214688.24856230442
368,363383.5167566821
2806,199391.78239320044
1662,214830.5815483764
1234,208510.72088200753
1373,126340.76250843609
1672,91322.65343457986
1939,108497.23760773834
